data_type,group,pisco_classcode,high_abundance,ecologically_significant,cultural_significance,endangered_threatened,recreational_importance,commercial_importance,analysis_filter_1,analysis_filter_1_notes,cryptic,genus,species,common_name,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,size_cutoff,sampling_notes,juv_size_cutoff,WL_a,WL_b,WL_W_units,WL_L_units,WL_input_length,source_LW_LC,WL_Reference_Notes,LC.a._for_WL,LC.b._for_WL,LC_type_for_WL,LL_Reference_Notes_for_WL,LL_Equation_for_WL,Max_Length_fishbase,temporary copy of Targeted,Size_Mature_cm,SM_input_length,F_SM_Notes,source_maturity,No.Lat,So.Lat,source_biogeography,TrophicGroup,BroadTrophic,source_trophic,Targeted,CommercialTargeted,RecreationTargeted,notes_trophic_targeted,recreational_legal_size_in_TL_2020,commercial_legal_size_in_TL_2020,legal_size_in,yoy_size,yoy_code,Thermal grouping from UCSC 2012 biogeo,thermal_composite_class_from_Freedman_et_al_2021,thermal_agreement,source_thermal,feeding_mode,water_column_position,mobility,substrate_association,source_behavior,biomass_buster,F_Type_toupdate,F_a_toupdate,F_b_toupdate,F_L_units_toupdate,F_input_length_toupdate,L_conversion_toupdate,Description_toupdate,Output.units_toupdate,F_Citation_toupdate,source_fecundity_toupdate,fecundity_notes_toupdate
fish,fish,NUNI,,,,,,,,,X,Neoclinus,uninotatus,Onespot Fringehead,Neoclinus uninotatus,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,,,10,0.0095,2.824,g,cm,TL,VRG,used Neoclinus stephensae (Love unpublished- Love 2011),,,,,,10,Nontargeted,,,,,38,32,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,OCAL,,,,,,,,,,Oxyjulis,californica,Senorita,Oxyjulis californica,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,,10,4.50E-06,3.16,g,mm,TL,VRG,RecFIN,,,,,,25,Nontargeted,,,,,38,28,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,5,OCALYOY,,Warm,High,Freedman,discriminant predator,resident pelagic (upper water column),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,OELO,"North, Central","North, Central",,,"North, Central","North, Central",,,,Ophiodon,elongatus,Lingcod,Ophiodon elongatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,1.16E-08,2.99,kg,mm,TL,VRG,RecFIN,,,,,,152,Targeted,55.7,TL,Female 50% maturity 55.7 cm FL (Silberberg 2001),VRG,57,29,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,22,,22,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),rock,PISCO species functional groups table,0,,0.0003026,3,?,?,?,power law F=a*L^b,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,OPIC,,,,,,,,,,Oxylebius,pictus,Painted Greenling,Oxylebius pictus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,,,10,1.52E-05,3.1084,g,mm,SL,VRG,Williams et al. 2013,1.16,0,REVERSE,FishBase,TL=1.16SL,25,Nontargeted,14,TL,Female Size at maturity 14cm (DeMartini 1980),VRG,54,29,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,NS,NA,NA,NA,NA,,F(eggs)=82+35.73*wt(g) for females over 14cm,# eggs,DeMartini 1980,VRG,
fish,fish,OTRI,,,,,,,,,X,Orthonopias,triacis,Snubnose Sculpin,Orthonopias triacis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,3,7.00E-05,2.6479,g,mm,SL,VRG,VRG unpublished data,0.8081,-0.00774,TYPICAL,VRG unpublished data,(SL = aTL+b)cm,10,Nontargeted,,,,,37,29,VRG,benthic micro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,OYB,,,,,,,,,,Sebastes,"serranoides,flavidus,melanops","Olive, Yellowtail, and Black Rockfish Young Of Year",Sebastes serranoides/flavidus/melanops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,5.21E-06,3.1541,g,mm,TL,VRG,used Sebastes serranoides (Lea et al. 1999),,,,,,15,Targeted,29,,average of black RF and olive RF values,,59,28,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from both species,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,Changed to targeted,,,,10,OYB,,Eurythermal,Low,Freedman,discriminant predator,resident pelagic (upper water column),mobile (10-100m),rock,PISCO species functional groups table (used OYBYOY),0,,,,,,,,,,,
fish,fish,OYT,,,,,,,,,,Sebastes,"serranoides,flavidus",Olive Or Yellowtail Rockfish,Sebastes serranoides/flavidus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,6.31E-06,3.136,g,mm,TL,VRG,used Sebastes serranoides (Lea et al. 1999),,,,,,61,Targeted,28.5,TL,Lea et al 1999,PISCO SAS code,59,28,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from both species,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,Changed to targeted,,,,10,OYB,,Eurythermal,Low,Freedman,discriminant predator,resident pelagic (upper water column),mobile (100-1000m),rock,PISCO species functional groups table,0,F,0.004,4.8165,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Used SFLA - Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,
fish,fish,PATR,,,,,,,,,,Phanerodon,atripes,Sharpnose Surfperch,Phanerodon atripes,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,1.37E-05,2.98,g,mm,TL,VRG,RecFIN,,,,,,29,Nontargeted,,,,,38,28,VRG,planktivore,planktivore,VRG,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PCAL,South,South,,,South,,,,,Paralichthys,californicus,California Halibut,Paralichthys californicus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,,10,2.55E-05,2.9127,g,mm,SL,VRG,Williams et al. 2013,1.1582,0.82566,REVERSE,Williams et al. 2013,TL= 1.1582 *SL + 8.2566,152,Targeted,,,,,50,25,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,22,22,22,,,,Warm,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,PCLA,,,,,,,,,,Paralabrax,clathratus,"Kelp Bass, Calico Bass",Paralabrax clathratus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,,10,2.09E-05,3.0106,g,mm,SL,VRG,Williams et al. 2013,1.1946,0.13103,REVERSE,Williams et al. 2013,TL= 1.1946 *SL + 1.3103,72,Targeted,19,TL,Lea et al 1999,PISCO SAS code,46,24,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,14,,14,10,PCLAYOY,,Warm,Low,Freedman,discriminant predator,resident pelagic (upper water column),mobile (10-100m),soft,PISCO species functional groups table,0,F,,,,,,10**(3.02*(log10(fish_tl*10)) - 3.13),g?,Caselle & Hamilton,PISCO SAS code,
fish,fish,PCOE,,,,,,,,,,Pleuronichthys,coenosus,C-O Turbot,Pleuronichthys coenosus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,,10,5.73E-10,3.5764,kg,mm,TL,VRG,RecFIN,,,,,,36,Nontargeted,,,,,57,31,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PFAL,,,,,,,,,,Prognathodes,falcifer,Scythemarked Butterflyfish,Prognathodes falcifer,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,,10,4.70E-06,3.227,g,mm,TL,VRG,used Hyperprosopon ellipticum,,,,,,15,Nontargeted,,,,,33,0,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PFUR,,,,,,,,,,Phanerodon,furcatus,White Surfperch,Phanerodon furcatus,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,2.00E-05,3.053,g,mm,SL,VRG,Miller et al. 2008,0.7716,-0.122,TYPICAL,Eckmayer 1979,SL=.771605TL-.122222 (cm),32,Nontargeted,,,,,50,31,VRG,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),sand-rock,PISCO species functional groups table,0,,-3.75,0.062,?,SL,?,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,PGLA,,,,,,,,,,Prionace,glauca,Blue Shark,Prionace glauca,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,,10,3.18E-06,3.1313,kg,cm,FL,Kohler et al. 1995,Kohler et al. 1995,0.8313,1.3908,TYPICAL,Kohler et al. 1996,FL = 0.8303 *TL + 1.3908,400,Targeted,,,,,60,-30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,,,,Warm,Low,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,PHOL,,,,,,,,,,Pholidae,spp,Gunnels,Pholidae,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,,,10,0.0043,3.018,g,cm,TL,VRG,used Pholis gunnellus,,,,,,46,Nontargeted,,,,,,,,benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PLEU,,,,,,,,,,Pleuronectidae,spp,Righteyed Flounders,Pleuronectidae,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,,10,1.17E-05,3.012,g,mm,TL,VRG,used Parophrys vetulus,,,,,,91,Targeted,,,,,,,,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PMAC,,,,,,,,,,Paralabrax,maculatofasciatus,Spotted Sandbass,Paralabrax maculatofasciatus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,,10,2.16E-05,3.0308,g,mm,SL,VRG,Williams et al. 2013,1.2152,0.17117,REVERSE,Williams et al. 2013,TL= 1.2152 *SL + 1.7117,60,Targeted,,,,,36,23,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,14,,14,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PNEB,,,,,,,,,,Paralabrax,nebulifer,Barred Sandbass,Paralabrax nebulifer,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,,10,2.89E-05,2.9522,g,mm,SL,VRG,Williams et al. 2013,1.1537,0.47728,REVERSE,Williams et al. 2013,TL= 1.1537 *SL + 4.7728,67,Targeted,,,,,37,24,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,14,,14,,,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PNOT,,,,,,,,,,Porichthys,notatus,Plainfin Midshipman,Porichthys notatus,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,,10,2.21E-05,2.9169,g,mm,SL,VRG,Williams et al. 2013,1.09,0,REVERSE,FishBase,TL=1.09SL,38,Nontargeted,,,,,57,22,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,PPRO,,,,,,,,,,Pseudobatos,productus,Shovelnose Guitarfish,Pseudobatos productus,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,,10,3.43E-06,3.0125,g,mm,TL,VRG,Williams et al. 2013,,,,,,119,Targeted,,,,,37,23,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,VRG,Targeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,PTRI,,,,,,,,,,Platyrhinoidis,triseriata,Thornback,Platyrhinoidis triseriata,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,,10,7.00E-06,2.9774,g,mm,TL,VRG,Miller et al. 2008,,,,,,91,Nontargeted,,,,,37,28,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,RALL,,,,,,,,,,Rathbunella,alleni,Stripefin Ronquil,Rathbunella alleni,Animalia,Chordata,Actinopterygii,Perciformes,Bathymasteridae,,,10,1.14E-06,3.442696,g,mm,TL,VRG,used Rathbunella hypoplecta,,,,,,11.6,Nontargeted,,,,,38,29,Roughly estimated from Love 2011 and Fishbase range descriptions,benthic micro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RBIN,,,,,,,,,,Raja,binoculata,Big Skate,Raja binoculata,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,,10,2.43E-08,2.8549,kg,mm,TL,VRG,RecFIN,,,,,,244,Targeted,,,,,60,28,VRG,benthic macro-invertivore,carnivore,Love 2011,Targeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,RFYOY,,,,,,,,,,Sebastes,spp,"Rockfish Young Of The Year, Unidentified Sp.",Sebastes,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.01464,2.96355,g,cm,TL,VRG,used Sebastes hopkinsi,,,,,,15,Targeted,,,,,,,,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,Changed to targeted,,,,10,RYOY,,,,,discriminant predator,benthopelagic (near the bottom),NA,rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RHYP,,,,,,,,,,Rathbunella,hypoplecta,Smooth Ronquil,Rathbunella hypoplecta,Animalia,Chordata,Actinopterygii,Perciformes,Bathymasteridae,,,10,1.14E-06,3.442696,g,mm,TL,VRG,Burge and Schultz 1973,,,,,,16,Nontargeted,,,,,34,31,Love 2011 (disagreed with Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1),benthic micro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RJOR,,,,,,,,,,Ronquilus,jordani,Northern Ronquil,Ronquilus jordani,Animalia,Chordata,Actinopterygii,Perciformes,Bathymasteridae,,,10,3.00E-06,3.177,g,mm,TL,VRG,Anthony et al. 2000,,,,,,20,Nontargeted,,,,,60,36,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RNIC,,,,,,,,,X,Rhinogobiops,nicholsii,Blackeye Goby,Rhinogobiops nicholsii,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,,6,6.28E-06,3.2635,g,mm,SL,VRG,Williams et al. 2013,0.813,0,TYPICAL,FishBase,SL=0.813*TL,15,Nontargeted,,,,,53,27,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RRIC,,,,,,,,,,Rhamphocottus,richardsonii,Grunt Sculpin,Rhamphocottus richardsonii,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Rhamphocottidae,,,3,3.19E-05,2.8831,g,mm,SL,VRG,used Artedius corallinus,0.8414,-0.10798,TYPICAL,used Artedius corallinus,(SL = aTL+b)cm,8.9,Nontargeted,,,,,60,33,VRG,benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,RSTE,,,,,,,,,,Raja,stellulata,Starry Skate,Raja stellulata,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,,10,2.43E-08,2.8549,kg,mm,TL,VRG,used Raja binoculata,,,,,,76,Targeted,,,,,60,32,VRG,benthic macro-invertivore,carnivore,James et al. 2013,Targeted,,,,,,,,,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,RTOX,,,,,,,,,,Rhacochilus,toxotes,Rubberlip Surfperch,Rhacochilus toxotes,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,2.00E-05,3.0787,g,mm,SL,VRG,Miller et al. 2008,0.853,0,TYPICAL,FishBase,SL=0.853*TL,47,Nontargeted,,,,,39,27,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,-18.37,0.112,?,SL,,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,PVAC,,,,,,,,,,Rhacochilus,vacca,Pile Surfperch,Rhacochilus vacca,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,4.00E-05,2.9363,g,mm,SL,VRG,Miller et al. 2008,0.838,0,TYPICAL,FishBase,SL=0.838*TL,44.2,Nontargeted,29,TL,Female Size at maturity 29cm (Wares 1971),VRG,56,29,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,-66.05,0.347,?,SL,,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SACA,,,,,,,,,,Squalus,acanthias,Spiny Dogfish,Squalus acanthias,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,,,10,7.81E-06,3.0193,g,mm,TL,VRG,Williams et al. 2013,,,,,,152,Targeted,,,,,60,26,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,piscivore,piscivore,Fishbase,Targeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SARG,,,,,,,,,,Sphyraena,argentea,California Barracuda,Sphyraena argentea,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,,10,2.46E-05,2.7552,g,mm,SL,VRG,Williams et al. 2013,1.134,0,REVERSE,FishBase,TL=1.134*SL,145,Targeted,,,,,57,22,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,28,28,28,,,,Warm,Moderate,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SATR,"Central, South",,,,"Central, South","Central, South",,,,Sebastes,atrovirens,Kelp Rockfish,Sebastes atrovirens,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,6,0.0239,2.862,g,cm,TL,VRG,Love et al. 2002,,,,,,42,Targeted,15.8,TL,Romero 1988,PISCO SAS code,38,27,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,10,10,10,KGB,,Warm,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),algae,PISCO species functional groups table,0,NS,2.10E-05,4.123,mm,SL,1.233,F=aSL(mm)^b,eggs,"Romero 1988,Lea et al 1999",PISCO SAS code,
fish,fish,SAUR,,,,,,,,,,Sebastes,auriculatus,Brown Rockfish,Sebastes auriculatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,8,0.044,2.74,g,cm,TL,VRG,Love and Johnson 1998,,,,,,56,Targeted,26.4,TL,(Female L50 - Love 1998),VRG,57,26,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,F,0.000363,3.34124,mm,TL,1,F= aTL (mm)^b,eggs,Garrison 1982,VRG,
fish,fish,SCAL,,,,,,,,,,Squatina,californica,Pacific Angel Shark,Squatina californica,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,,,10,7.81E-06,3.0193,g,mm,TL,VRG,Williams et al. 2013,,,,,,152,Targeted,,,,,60,24,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,40,40,,,,Eurythermal,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SCAR,"North, Central",,,,"North, Central","North, Central",,,,Sebastes,carnatus,Gopher Rockfish,Sebastes carnatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,5,0.000172,2.6801,g,mm,SL,VRG,Williams et al. 2013,1.2,0,REVERSE,FishBase,TL=1.12SL,39,Targeted,20.7,TL,Lea et al 1999,PISCO SAS code,42,27,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,10,10,10,KGB,,Eurythermal,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,0.000363,3.3412,?,SL,,power law F=a*L^b,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SCARSCAU,,,,,,,,,,Sebastes,"carnatus, caurinus","Gopher, Copper Rockfish Young Of Year",Sebastes carnatus/caurinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,5,0.000172,2.6801,g,mm,SL,VRG,used Sebastes carnatus,1.2,0,REVERSE,FishBase,TL=1.12SL,15,Targeted,,,,,60,27,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima from both species,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,"Changed BroadTrophic to  planktivore, changed to targeted",,,,10,KGB,,,,,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table (used KGB),0,,,,,,,,,,,
fish,fish,SCAU,,,,,,,,,,Sebastes,caurinus,Copper Rockfish,Sebastes caurinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,8.98E-06,3.132,g,mm,TL,VRG,Lea et al. 1999,,,,,,58,Targeted,29.5,TL,Lea et al 1999,PISCO SAS code,60,33,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,KGB,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,2.74E-08,4.9567,mm,TL,1,F= aTL (mm)^b,eggs,Matarese 1989,VRG,values different from Kelpforest database table
fish,fish,SCHI,,,,,,,,,,Sarda,chiliensis chiliensis,Eastern Pacific Bonito,Sarda chiliensis chiliensis,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,,10,7.63E-06,3.0896,g,mm,TL,VRG,RecFIN,,,,,,102,Targeted,,,,,57,-30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,24,24,24,,,,Warm,High,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SCHR,,,,,,,,,,Sebastes,chrysomelas,Black And Yellow Rockfish,Sebastes chrysomelas,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,5,1.12E-05,3.114,g,mm,TL,VRG,Lea et al. 1999,,,,,,39,Targeted,24.3,TL,Zaitlin 1986,PISCO SAS code,40,27,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,10,10,10,KGB,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,1.36E-05,5.59,mm,SL,NEED TO UPDATE,power law F=a*L^b,eggs,"Zaitlin 1986, Lea et al 1999",Length_Fecundity from CAMEO Kelpforest database,"check value for a, disagreement across sources"
fish,fish,SCON,,,,,,,,,,Sebastes,constellatus,Starry Rockfish,Sebastes constellatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,5.80E-09,3.1969,kg,mm,TL,VRG,used Sebastes umbrosus Honeycomb rockfish,,,,,,46,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,fish,SDAL,,,,,,,,,,Sebastes,dallii,Calico Rockfish,Sebastes dallii,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,5,0.00945,3.21542,g,cm,TL,VRG,Love et al. 1990,,,,,,25,Targeted,9,TL,(Female L50 - Love 1990) one brood per year,VRG,37,27,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,VRG,Targeted,,,,,,,10,RYOY,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,0.211,4.0981,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,
fish,fish,SDIP,,,,,,,,,,Sebastes,diploproa,Spitnose Rockfish,Sebastes diploproa,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.0195,2.927,g,cm,TL,VRG,Love et al. 2002,,,,,,46,Targeted,19,TL,(Female L50 - Echeverria 1987),VRG,61,28,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (100-1000m),soft,Fishbase (used mobility for SDIPYOY from PISCO table),0,,,,,,,,,,,
